User_ID,Age,Gender,Browser,Time_on_Site,Pages_Visited,Session_Duration,Bounce_Rate,Device_Type,Country,Referral_Source,Previous_Purchases,Cart_Value,Discount_Applied,Ad_Clicked,Membership_Status,Preferred_Payment_Method,Purchase_Made,Time_of_Day,Feedback_Score
212,38,Female,Edge,23.08,19,409,,Tablet,India,Facebook,8,41.37,No,No,Gold,PayPal,Yes,Night,3
213,,Male,Chrome,,15,360,67.55,Tablet,Canada,Instagram,8,444,No,Yes,Platinum,Net Banking,Yes,Afternoon,5
214,41,Female,Edge,12.87,2,346,55.14,Mobile,UK,Instagram,3,162.19,No,No,Gold,PayPal,No,Night,3
215,53,Male,Edge,66.85,5,350,13.83,Desktop,USA,Google,5,286.91,Yes,Yes,Silver,PayPal,No,Morning,3
216,16,Male,Edge,14.69,19,406,90.85,Tablet,USA,Facebook,9,142.15,No,Yes,Gold,Net Banking,No,Morning,2
217,36,Male,Firefox,21.69,1,391,59.33,Mobile,USA,Google,5,492.55,No,No,Gold,Credit Card,No,Evening,5
218,43,Male,Firefox,18.78,7,369,45.77,Tablet,Australia,Facebook,4,45.17,No,No,Platinum,Credit Card,Yes,Night,1
219,29,Male,Chrome,13.94,18,265,93.72,Tablet,Canada,Direct,1,229.01,No,No,Silver,Credit Card,Yes,Night,1
220,24,Female,Edge,5.67,1,468,9.73,Tablet,USA,Google,6,314.28,Yes,No,Gold,Credit Card,Yes,Morning,1
,23,Female,Chrome,15.1,1,252,78.96,Tablet,Canada,Direct,0,311.65,No,Yes,Silver,UPI,No,Evening,3
,36,Female,Chrome,,7,213,36.47,Tablet,India,Direct,5,371.99,Yes,No,Gold,UPI,No,Afternoon,4
223,,Female,Chrome,21.29,17,244,69.54,Mobile,India,Instagram,4,3649.6,No,No,Silver,Net Banking,Yes,Evening,2
224,50,Male,Chrome,7.65,6,181,93.07,Tablet,Australia,Facebook,4,398.64,No,No,Gold,Net Banking,No,Afternoon,1
225,40,Male,Chrome,12.53,12,358,51.77,Mobile,Canada,Google,7,124.8,No,Yes,Gold,Net Banking,Yes,Afternoon,2
226,33,Female,Chrome,12.37,15,299,2.26,Tablet,UK,Instagram,8,191.55,Yes,Yes,Platinum,UPI,No,Morning,3
227,34,Female,Firefox,14.72,13,413,,Desktop,Australia,Google,6,197.2,No,Yes,Platinum,PayPal,No,Afternoon,2
,46,Male,Safari,15.46,12,55,33.06,Mobile,USA,Direct,9,478.36,No,Yes,Silver,UPI,Yes,Night,1
229,,Female,Firefox,17.19,2,321,78.17,Tablet,India,Google,7,210.56,No,Yes,Silver,Credit Card,Yes,Morning,1
230,26,Male,Chrome,5.53,18,274,28.83,Mobile,India,Google,1,,Yes,No,Silver,Credit Card,Yes,Evening,3
231,28,Male,Safari,15.86,4,265,33.45,Tablet,UK,Instagram,1,319.85,No,No,Silver,PayPal,No,Evening,3
232,31,Female,Safari,16.23,10,196,78.45,Tablet,Australia,Facebook,7,219.36,No,No,Platinum,Net Banking,No,Afternoon,5
233,29,Male,Edge,15.38,11,304,11.62,Mobile,Canada,Google,5,,Yes,Yes,Silver,UPI,Yes,Night,3
234,17,Male,Chrome,14.11,6,224,84.68,Tablet,India,Direct,7,360.42,Yes,No,Gold,PayPal,Yes,Evening,4
235,27,Female,Chrome,,6,452,26.58,Tablet,USA,Direct,8,,Yes,Yes,Gold,PayPal,Yes,Afternoon,4
236,28,Female,Firefox,17.84,9,363,5.12,Tablet,UK,Instagram,8,320.34,Yes,Yes,Gold,UPI,No,Evening,1
237,23,Male,Safari,10.13,13,398,11.73,Tablet,UK,Direct,5,220.96,No,Yes,Platinum,PayPal,No,Night,3
238,39,Female,Safari,18.07,5,126,,Tablet,UK,Google,7,166.39,No,Yes,Silver,Net Banking,Yes,Afternoon,4
239,34,Male,Chrome,21.25,6,389,45.13,Tablet,USA,Facebook,1,473.53,Yes,Yes,Gold,UPI,Yes,Night,4
240,41,Female,Edge,6.62,4,379,25.64,Mobile,UK,Google,7,168.96,Yes,No,Gold,UPI,Yes,Afternoon,5
241,,Male,Chrome,17.92,6,259,,Desktop,Canada,Instagram,2,180.28,Yes,No,Platinum,PayPal,No,Night,3
242,41,Male,Safari,,18,281,68.23,Tablet,Canada,Direct,0,436.61,Yes,No,Platinum,Net Banking,No,Evening,5
243,36,Male,Edge,,13,202,31.88,Mobile,Australia,Google,6,73.23,No,No,Platinum,Net Banking,Yes,Evening,2
244,30,Male,Edge,14.37,3,269,72.53,Desktop,Australia,Google,0,62.95,Yes,Yes,Gold,Credit Card,No,Night,5
245,51,Male,Safari,18.78,10,356,25.23,Mobile,Canada,Direct,0,148.53,Yes,No,Platinum,UPI,Yes,Evening,2
246,36,Male,Chrome,18.04,4,233,11.23,Desktop,USA,Facebook,0,299.9,No,No,Gold,Credit Card,Yes,Evening,2
247,30,Male,Chrome,16.31,15,304,54.97,Desktop,Australia,Facebook,3,198.31,No,Yes,Silver,Net Banking,Yes,Afternoon,3
248,,Male,Chrome,6.78,12,555,15.11,Desktop,UK,Facebook,3,308.19,Yes,Yes,Gold,Net Banking,No,Night,2
249,26,Male,Firefox,2.43,15,202,94.05,Mobile,Canada,Direct,9,,Yes,Yes,Silver,Credit Card,Yes,Afternoon,2
250,33,Female,Firefox,19.56,10,333,0.04,Desktop,India,Google,5,138.11,Yes,No,Gold,UPI,Yes,Evening,5
251,55,Male,Edge,18.73,12,197,75.57,Tablet,USA,Instagram,9,286.93,No,No,Silver,Credit Card,No,Evening,3
252,17,Female,Chrome,10.01,8,151,27.95,Tablet,USA,Google,2,116.4,No,No,Gold,Net Banking,Yes,Morning,3
253,,Female,Firefox,16.74,3,380,84.61,Desktop,Canada,Direct,9,217.17,No,Yes,Gold,Net Banking,Yes,Night,2
254,,Female,Edge,13.95,7,259,6.02,Desktop,India,Direct,5,290.6,Yes,Yes,Gold,PayPal,Yes,Night,5
255,31,Male,Safari,20.43,18,460,95.3,Tablet,USA,Google,6,487.09,Yes,Yes,Gold,PayPal,Yes,Afternoon,5
256,30,Male,Safari,15.42,3,357,10.14,Mobile,Australia,Direct,0,49.14,No,Yes,Platinum,Credit Card,No,Night,5
257,52,Female,Chrome,19.5,15,221,78.79,Mobile,India,Google,5,235.6,No,Yes,Gold,PayPal,No,Afternoon,5
258,29,Male,Safari,11.93,2,212,51.73,Tablet,UK,Google,9,204.17,No,Yes,Gold,Net Banking,Yes,Evening,1
,39,Male,Safari,16.43,15,372,43.04,Mobile,Australia,Facebook,0,413.88,Yes,No,Platinum,UPI,No,Morning,2
260,29,Male,Safari,12.94,13,195,28.02,Mobile,India,Direct,6,451.15,No,Yes,Platinum,UPI,No,Evening,2
,39,Male,Edge,11.91,10,192,84.14,Desktop,Canada,Direct,9,454.44,No,Yes,Platinum,Credit Card,No,Afternoon,2
262,44,Male,Safari,3.35,8,128,19.98,Mobile,USA,Facebook,4,193.82,No,Yes,Platinum,PayPal,No,Afternoon,3
263,34,Male,Safari,19.62,16,362,72.12,Tablet,Australia,Facebook,9,159.28,Yes,Yes,Platinum,Credit Card,No,Morning,3
264,29,Female,Edge,23.75,16,219,44.58,Mobile,Canada,Facebook,3,230.08,No,Yes,Platinum,PayPal,No,Evening,5
265,34,Female,Firefox,8.06,2,336,99.85,Desktop,India,Instagram,0,178.55,Yes,Yes,Platinum,UPI,No,Night,3
266,,Female,Edge,18.47,9,170,61.14,Tablet,UK,Direct,8,362.24,Yes,Yes,Platinum,PayPal,No,Morning,4
267,44,Female,Firefox,18.26,8,136,10.42,Tablet,USA,Google,6,114.65,Yes,Yes,Platinum,PayPal,Yes,Night,2
268,38,Female,Edge,,11,372,41.95,Tablet,USA,Google,1,332.76,No,Yes,Platinum,Credit Card,Yes,Evening,2
269,34,Male,Chrome,11.31,1,284,,Desktop,Australia,Google,3,,Yes,No,Platinum,UPI,Yes,Morning,1
270,,Male,Safari,20.9,11,232,28.57,Tablet,Canada,Direct,3,147.16,No,No,Silver,PayPal,Yes,Evening,1
271,29,Male,Firefox,20.38,18,251,34.33,Desktop,India,Instagram,7,341.68,Yes,No,Gold,UPI,Yes,Evening,4
272,31,Female,Edge,17.26,15,252,85.32,Desktop,India,Direct,1,803.4,Yes,No,Gold,PayPal,Yes,Night,1
273,53,Female,Firefox,12.4,9,503,83.8,Mobile,Canada,Direct,4,69.48,Yes,Yes,Platinum,UPI,Yes,Night,5
274,34,Male,Firefox,20.45,9,327,1.16,Tablet,USA,Direct,9,66.67,No,No,Platinum,PayPal,Yes,Night,5
275,42,Female,Safari,10.82,1,314,53.23,Mobile,Canada,Direct,7,77.88,No,No,Silver,Net Banking,No,Evening,2
276,26,Male,Firefox,22.1,7,225,22.35,Mobile,India,Direct,5,115.92,No,Yes,Platinum,UPI,Yes,Afternoon,5
277,45,Male,Edge,23.16,12,379,32.01,Desktop,Canada,Instagram,3,285.79,No,Yes,Silver,Net Banking,Yes,Evening,1
278,23,Male,Chrome,20.91,10,185,2.17,Mobile,USA,Facebook,4,385.82,Yes,Yes,Gold,Net Banking,No,Afternoon,4
279,23,Female,Chrome,16.71,19,352,74.97,Mobile,Australia,Google,1,72.16,Yes,Yes,Gold,Net Banking,No,Morning,5
280,44,Female,Safari,2.26,16,352,95.06,Mobile,USA,Direct,4,436.31,Yes,No,Platinum,PayPal,Yes,Night,2
281,31,Male,Edge,14.08,6,402,21.93,Tablet,UK,Direct,2,422.93,Yes,Yes,Silver,UPI,Yes,Night,2
282,33,Male,Edge,23.82,11,103,34.18,Mobile,UK,Direct,2,366.42,Yes,Yes,Silver,PayPal,Yes,Evening,1
283,39,Female,Chrome,19.69,19,413,20.64,Desktop,Canada,Google,6,218.72,No,Yes,Gold,PayPal,No,Afternoon,5
284,32,Female,Edge,17.18,19,335,,Tablet,USA,Instagram,2,10.76,Yes,No,Gold,UPI,Yes,Morning,1
,25,Female,Firefox,11.6,18,225,0.94,Desktop,USA,Google,3,370.03,No,No,Silver,Credit Card,No,Evening,2
286,29,Female,Safari,20.12,15,84,58.39,Tablet,India,Instagram,6,,No,Yes,Silver,PayPal,Yes,Morning,4
287,,Male,Chrome,7.14,16,259,87.08,Tablet,Australia,Facebook,2,174.29,No,No,Gold,Net Banking,No,Afternoon,5
288,47,Male,Safari,14.15,14,319,,Tablet,USA,Direct,9,361.81,Yes,Yes,Silver,PayPal,No,Night,4
289,47,Female,Firefox,23.7,8,148,,Desktop,Canada,Instagram,9,40.4,No,No,Gold,Credit Card,No,Night,5
290,27,Female,Chrome,10.98,8,215,5.06,Mobile,India,Google,1,357.65,No,Yes,Silver,Net Banking,Yes,Afternoon,2
291,39,Female,Edge,18.05,2,174,81.46,Tablet,India,Instagram,9,43.47,No,No,Platinum,PayPal,Yes,Night,5
292,32,Female,Edge,6.21,6,257,27.44,Desktop,Canada,Instagram,6,297.72,No,No,Gold,UPI,No,Evening,2
293,50,Male,Firefox,11.74,13,191,98.88,Tablet,Canada,Facebook,4,302.8,Yes,No,Silver,Net Banking,No,Afternoon,3
294,59,Female,Chrome,15.9,13,517,92.2,Mobile,USA,Direct,0,,Yes,Yes,Gold,Credit Card,No,Night,2
,42,Female,Safari,16.77,12,386,73.25,Tablet,USA,Direct,9,48.77,Yes,No,Silver,PayPal,Yes,Afternoon,2
296,30,Male,Chrome,25.34,2,189,,Desktop,India,Google,7,475.17,No,No,Platinum,UPI,No,Morning,5
,23,Female,Edge,12.48,12,204,76.66,Tablet,India,Google,2,272.43,No,No,Platinum,Net Banking,Yes,Evening,4
,37,Male,Chrome,17.97,17,152,13.06,Desktop,Australia,Facebook,6,294.08,Yes,Yes,Platinum,Net Banking,Yes,Evening,2
299,33,Male,Chrome,17.83,6,285,31.02,Mobile,India,Instagram,5,311.36,Yes,No,Gold,UPI,No,Evening,5
300,21,Male,Edge,12.06,7,478,2.69,Mobile,Canada,Instagram,9,,No,Yes,Platinum,Credit Card,No,Night,2
301,,Female,Edge,19.78,6,420,64.5,Tablet,Canada,Google,5,39.53,No,Yes,Gold,Net Banking,Yes,Morning,1
,,Male,Safari,,4,320,80.55,Mobile,Australia,Direct,7,447.71,Yes,Yes,Platinum,Credit Card,Yes,Night,1
303,43,Female,Chrome,13.63,9,271,94.63,Desktop,UK,Instagram,3,127.44,Yes,Yes,Gold,Credit Card,Yes,Night,1
304,23,Female,Edge,15.97,5,355,68.65,Tablet,UK,Facebook,3,48.2,No,Yes,Platinum,UPI,No,Afternoon,1
305,35,Male,Firefox,10.2,10,328,73.21,Desktop,Canada,Google,2,332.06,Yes,No,Silver,Net Banking,Yes,Evening,4
,39,Male,Edge,,15,343,89.55,Tablet,UK,Instagram,0,,Yes,Yes,Silver,PayPal,Yes,Night,2
307,40,Male,Safari,14.89,8,320,93.64,Desktop,UK,Direct,9,38.05,No,No,Gold,UPI,No,Evening,1
308,19,Female,Safari,18.74,4,344,49.13,Tablet,Australia,Direct,2,218.8,Yes,No,Platinum,UPI,Yes,Morning,5
309,34,Female,Firefox,13.33,5,158,10.98,Desktop,India,Facebook,0,,Yes,Yes,Platinum,Credit Card,No,Morning,1
310,,Male,Safari,11.92,7,288,46.64,Desktop,India,Facebook,5,133.54,No,Yes,Silver,PayPal,No,Evening,3
311,33,Female,Chrome,13.85,6,323,55.61,Tablet,UK,Google,7,491.61,Yes,Yes,Platinum,UPI,No,Evening,3
312,16,Male,Safari,19.14,13,256,,Desktop,USA,Google,2,324.07,No,No,Platinum,Credit Card,No,Morning,4
,33,Female,Firefox,8.24,19,175,98.93,Mobile,Australia,Direct,3,423.73,Yes,No,Gold,Net Banking,No,Morning,3
314,43,Female,Safari,19.31,10,301,91.76,Desktop,UK,Direct,4,213.73,Yes,No,Silver,Credit Card,No,Night,5
315,,Female,Firefox,17.56,15,715,39.64,Tablet,USA,Instagram,6,183.44,No,No,Platinum,PayPal,No,Morning,1
316,30,Female,Safari,8.22,3,218,11.35,Mobile,USA,Instagram,5,281.05,Yes,No,Platinum,PayPal,No,Night,3
,49,Male,Edge,13.82,18,286,21.48,Mobile,Australia,Instagram,1,223.29,Yes,No,Gold,Credit Card,No,Morning,3
318,33,Male,Firefox,18.18,14,426,17.38,Desktop,India,Facebook,6,360.32,No,No,Gold,Net Banking,Yes,Night,4
319,36,Male,Safari,5.45,3,477,,Desktop,Canada,Facebook,7,140.25,No,No,Gold,PayPal,No,Afternoon,3
320,16,Female,Chrome,,11,242,87.65,Desktop,USA,Instagram,0,230.3,Yes,No,Gold,PayPal,Yes,Afternoon,1
321,24,Female,Firefox,7.39,10,396,43.8,Mobile,Canada,Direct,5,448.62,Yes,Yes,Platinum,Net Banking,Yes,Night,2
322,57,Male,Firefox,12.11,17,379,56.73,Mobile,Canada,Google,8,380.49,Yes,No,Platinum,UPI,No,Evening,1
323,52,Male,Safari,20.19,13,249,17.92,Mobile,Australia,Facebook,6,92.35,No,Yes,Platinum,PayPal,No,Afternoon,3
324,40,Male,Edge,18.99,2,362,49.28,Tablet,India,Facebook,4,444.56,Yes,Yes,Gold,Credit Card,No,Morning,3
325,12,Female,Edge,12.47,13,283,87.36,Tablet,Australia,Instagram,9,298.62,Yes,No,Platinum,Net Banking,Yes,Evening,3
326,22,Male,Safari,20.14,19,237,77.35,Desktop,USA,Google,9,342.85,No,No,Silver,PayPal,No,Morning,4
327,21,Male,Safari,18.32,5,472,8.12,Tablet,India,Facebook,8,154.19,No,No,Silver,UPI,Yes,Afternoon,5
328,21,Male,Chrome,21.38,16,365,86.21,Tablet,UK,Google,1,226.36,No,No,Platinum,PayPal,Yes,Morning,1
329,31,Male,Safari,14.56,10,132,27.38,Desktop,India,Facebook,6,405.34,No,No,Gold,UPI,Yes,Night,3
,43,Male,Firefox,17.7,12,287,66.57,Desktop,Australia,Google,8,172.03,Yes,No,Silver,PayPal,No,Evening,2
331,29,Male,Safari,31.86,13,248,14.64,Mobile,Australia,Google,1,,Yes,Yes,Platinum,PayPal,No,Afternoon,4
,32,Male,Chrome,,16,279,67.46,Mobile,Canada,Facebook,9,195.37,Yes,Yes,Silver,Credit Card,Yes,Evening,5
333,32,Male,Safari,14.68,1,352,3.57,Desktop,UK,Google,5,43.92,No,No,Silver,Net Banking,Yes,Night,3
334,44,Male,Safari,14.21,9,329,60.06,Desktop,India,Direct,8,361.75,Yes,Yes,Silver,Net Banking,Yes,Afternoon,1
335,44,Female,Firefox,14.55,16,443,64.59,Tablet,UK,Facebook,2,82.4,Yes,Yes,Silver,Credit Card,Yes,Morning,2
336,37,Male,Edge,17.79,19,422,24.45,Tablet,Canada,Facebook,7,149.71,Yes,Yes,Platinum,Net Banking,No,Evening,4
337,,Male,Safari,15.29,15,179,93.7,Tablet,UK,Direct,4,,No,Yes,Silver,Net Banking,No,Afternoon,1
338,,Male,Chrome,8.18,18,290,4.6,Desktop,UK,Google,6,,Yes,Yes,Platinum,Net Banking,Yes,Afternoon,1
339,,Female,Safari,15.09,12,105,89.17,Desktop,India,Direct,2,167.46,Yes,Yes,Silver,PayPal,Yes,Night,4
340,29,Female,Safari,12.37,14,200,38.19,Mobile,UK,Facebook,7,278.36,No,No,Silver,PayPal,Yes,Afternoon,1
341,15,Male,Firefox,6.36,3,90,71.39,Tablet,Canada,Direct,1,116.96,Yes,Yes,Silver,UPI,No,Afternoon,2
342,22,Female,Edge,,4,143,65.15,Mobile,USA,Google,7,22.33,No,Yes,Platinum,UPI,No,Night,2
343,21,Female,Edge,12.34,6,440,16.82,Desktop,USA,Direct,1,305.83,No,Yes,Silver,Net Banking,Yes,Morning,1
344,28,Male,Edge,16.92,16,375,31.9,Tablet,Australia,Facebook,6,359.92,Yes,Yes,Silver,Net Banking,No,Morning,3
345,46,Female,Safari,-0.77,13,362,52.97,Mobile,USA,Google,1,441.09,No,No,Gold,Net Banking,No,Afternoon,1
346,31,Female,Firefox,17.49,12,418,84.65,Desktop,India,Facebook,6,388.22,No,Yes,Silver,Credit Card,Yes,Morning,3
347,21,Male,Firefox,13.43,12,361,95.49,Mobile,Australia,Facebook,0,464.07,No,No,Gold,PayPal,No,Night,1
348,20,Male,Safari,7.23,2,292,2.06,Tablet,USA,Instagram,5,493.12,Yes,Yes,Platinum,Net Banking,No,Morning,5
349,34,Female,Firefox,12.24,13,241,35.26,Mobile,USA,Facebook,9,375.02,No,No,Silver,Net Banking,No,Afternoon,2
350,50,Male,Edge,11.57,3,470,,Mobile,Australia,Facebook,6,435.28,Yes,Yes,Silver,PayPal,No,Night,1
351,37,Male,Firefox,,13,431,,Desktop,India,Google,3,340.13,Yes,Yes,Gold,UPI,No,Morning,2
352,44,Male,Safari,15.45,2,278,94.3,Tablet,Australia,Google,0,93.76,No,Yes,Gold,Net Banking,No,Evening,4
353,39,Female,Safari,7.39,19,376,1.7,Mobile,India,Google,5,99.03,No,No,Silver,Net Banking,Yes,Evening,5
354,20,Male,Chrome,17.19,9,21,43.77,Desktop,India,Direct,3,64.03,Yes,No,Platinum,Net Banking,Yes,Night,3
355,41,Female,Chrome,4.65,1,381,66.88,Tablet,Canada,Direct,2,472.06,No,No,Gold,Net Banking,Yes,Morning,4
356,24,Female,Firefox,9.37,13,250,21.76,Desktop,USA,Google,3,339.65,Yes,No,Silver,PayPal,No,Afternoon,5
357,31,Male,Firefox,15.07,2,571,72.59,Tablet,USA,Direct,5,397.06,Yes,Yes,Gold,PayPal,No,Evening,4
358,28,Female,Safari,,15,415,8.12,Desktop,UK,Instagram,4,172.27,No,Yes,Platinum,PayPal,No,Morning,2
359,34,Male,Chrome,20.96,19,103,45.1,Desktop,Australia,Direct,1,235.61,No,No,Gold,UPI,Yes,Morning,5
,33,Male,Chrome,15.85,16,229,67.62,Desktop,Canada,Instagram,1,29.49,No,Yes,Silver,Net Banking,Yes,Afternoon,4
361,31,Male,Edge,18.13,11,306,26.68,Mobile,USA,Google,2,,No,Yes,Gold,UPI,No,Afternoon,3
362,32,Male,Edge,18.33,15,296,7.38,Mobile,UK,Google,5,427.97,No,Yes,Platinum,UPI,No,Morning,5
363,38,Male,Safari,12.78,6,291,95.7,Desktop,Canada,Direct,0,394.56,No,No,Silver,PayPal,No,Afternoon,5
364,32,Female,Safari,9.67,14,398,91.38,Tablet,India,Google,6,38.57,No,No,Silver,Net Banking,No,Night,4
365,33,Female,Safari,14.75,6,246,92.64,Desktop,USA,Google,7,95.38,No,Yes,Silver,Net Banking,No,Evening,1
366,55,Male,Safari,19.34,19,293,97.85,Mobile,Australia,Facebook,6,173.74,No,No,Silver,UPI,Yes,Evening,3
367,45,Female,Chrome,13.84,5,453,18.47,Tablet,Canada,Google,2,138.9,No,No,Platinum,Credit Card,Yes,Morning,3
368,30,Female,Safari,17.95,11,454,15.78,Mobile,UK,Facebook,5,420.85,Yes,No,Silver,Credit Card,No,Morning,4
369,36,Female,Safari,14.86,4,398,3.42,Desktop,Australia,Google,3,105.47,No,No,Platinum,Net Banking,Yes,Afternoon,2
370,35,Female,Chrome,7.23,9,265,89.18,Mobile,India,Instagram,4,270.74,No,Yes,Platinum,Net Banking,No,Evening,2
371,,Male,Edge,7.66,9,229,75.28,Mobile,Australia,Instagram,2,289.98,No,No,Gold,UPI,Yes,Afternoon,1
372,35,Male,Safari,22.81,17,296,,Mobile,UK,Google,4,218.26,Yes,No,Gold,UPI,No,Morning,1
373,,Male,Edge,9.16,8,303,92.77,Desktop,India,Instagram,5,127.94,No,Yes,Silver,PayPal,No,Morning,4
374,32,Female,Chrome,11.81,15,296,57.51,Mobile,UK,Instagram,7,480.54,No,No,Silver,UPI,No,Morning,2
375,29,Female,Edge,19.59,9,356,12.97,Desktop,USA,Instagram,5,212.57,No,Yes,Platinum,UPI,No,Morning,3
376,31,Male,Chrome,9.04,5,336,,Desktop,UK,Direct,8,,No,Yes,Gold,Credit Card,Yes,Morning,2
377,18,Male,Safari,11.58,4,332,13.22,Mobile,Australia,Instagram,9,100.18,No,No,Silver,Credit Card,No,Morning,4
,42,Female,Edge,,18,253,30.77,Tablet,USA,Facebook,9,413.18,Yes,Yes,Silver,Credit Card,No,Night,2
379,40,Male,Safari,66.45,9,180,37.95,Mobile,USA,Direct,9,115.79,No,Yes,Platinum,Credit Card,No,Night,5
380,55,Female,Firefox,10.15,3,369,79.68,Mobile,Canada,Facebook,9,340.9,No,No,Gold,UPI,No,Afternoon,4
381,23,Male,Firefox,14.03,9,306,19.13,Mobile,Australia,Facebook,3,258.18,Yes,No,Silver,Net Banking,Yes,Night,5
382,31,Male,Edge,18.4,9,341,72.54,Tablet,Australia,Facebook,1,81.81,Yes,No,Silver,Credit Card,Yes,Afternoon,4
383,,Female,Chrome,14.39,4,344,49.12,Tablet,India,Direct,8,22.23,Yes,Yes,Silver,PayPal,Yes,Afternoon,3
384,39,Male,Edge,,7,97,99.97,Desktop,UK,Google,2,466.07,No,Yes,Silver,PayPal,No,Night,4
385,51,Male,Chrome,19.73,7,472,77.66,Tablet,UK,Instagram,6,71.59,No,Yes,Silver,UPI,Yes,Evening,4
386,50,Male,Firefox,23.53,8,243,,Tablet,Australia,Instagram,3,,Yes,Yes,Silver,PayPal,No,Afternoon,4
387,11,Male,Chrome,19.78,1,437,34.24,Mobile,UK,Google,0,329.82,No,Yes,Gold,Credit Card,Yes,Morning,4
388,38,Male,Firefox,9.38,9,342,12.31,Desktop,Australia,Google,7,177.44,No,Yes,Platinum,Net Banking,Yes,Afternoon,1
389,38,Male,Edge,9.52,12,192,50.59,Desktop,USA,Facebook,3,100.84,No,No,Platinum,Net Banking,No,Afternoon,5
390,35,Female,Safari,17.18,6,229,12.42,Tablet,UK,Direct,5,97.38,No,Yes,Platinum,Credit Card,Yes,Evening,4
391,31,Female,Safari,15.86,13,231,49.25,Tablet,UK,Facebook,6,296.81,No,Yes,Silver,PayPal,No,Morning,4
392,51,Female,Safari,8.88,5,237,26.99,Mobile,Australia,Instagram,7,277.99,Yes,No,Platinum,UPI,Yes,Evening,1
393,35,Female,Chrome,16.43,19,123,49.1,Tablet,Australia,Google,9,439.21,Yes,Yes,Gold,Net Banking,No,Evening,2
394,4,Female,Safari,15.49,1,220,94.96,Tablet,India,Instagram,1,,Yes,Yes,Silver,Credit Card,No,Evening,1
395,31,Male,Chrome,22.39,18,397,28.9,Desktop,UK,Google,8,411.44,No,Yes,Gold,Credit Card,No,Afternoon,1
396,56,Male,Safari,12.82,8,407,,Tablet,Canada,Direct,9,25.88,Yes,No,Silver,PayPal,No,Morning,1
397,24,Female,Chrome,21.93,8,232,22.93,Mobile,Australia,Facebook,2,338.79,No,No,Silver,UPI,Yes,Morning,4
,47,Male,Chrome,22.15,15,113,20.81,Desktop,Canada,Instagram,0,124.52,Yes,No,Platinum,UPI,No,Evening,1
,45,Male,Firefox,,19,363,54.48,Desktop,USA,Direct,1,133.89,Yes,No,Gold,PayPal,Yes,Night,1
400,32,Male,Firefox,16.77,10,192,84.2,Tablet,USA,Instagram,7,363.08,Yes,Yes,Platinum,Credit Card,No,Morning,1
401,37,Male,Edge,13.94,16,200,74.95,Mobile,Canada,Google,9,398.78,Yes,Yes,Silver,PayPal,No,Morning,4
402,34,Male,Firefox,13.74,11,272,72.35,Desktop,USA,Instagram,5,192.15,No,No,Gold,PayPal,No,Evening,3
403,30,Female,Chrome,16.23,12,262,28.26,Mobile,Canada,Direct,0,,Yes,Yes,Gold,PayPal,No,Afternoon,3
404,28,Female,Firefox,11.05,16,221,2.25,Mobile,India,Direct,8,227.43,Yes,Yes,Silver,Credit Card,Yes,Evening,2
405,49,Male,Firefox,7.02,16,230,16.17,Tablet,India,Facebook,6,430.25,Yes,Yes,Platinum,Net Banking,Yes,Night,4
406,33,Female,Firefox,12.34,3,250,34.95,Mobile,USA,Instagram,9,22.2,No,No,Silver,Credit Card,No,Night,1
,27,Female,Chrome,20.9,9,229,97.17,Desktop,Canada,Google,2,50.91,Yes,Yes,Gold,Net Banking,Yes,Evening,1
408,40,Female,Chrome,13.98,8,235,91.98,Tablet,Canada,Instagram,6,,Yes,No,Gold,Net Banking,Yes,Night,1
409,39,Female,Edge,14.88,10,269,20.06,Desktop,Canada,Facebook,5,315.8,Yes,Yes,Gold,PayPal,No,Afternoon,3
410,20,Male,Firefox,18.96,13,335,72.56,Mobile,USA,Google,2,283.92,Yes,Yes,Silver,UPI,Yes,Afternoon,1
411,29,Female,Firefox,7.01,18,325,57.9,Mobile,Canada,Google,7,310.85,Yes,No,Gold,PayPal,No,Afternoon,1
412,18,Male,Chrome,17.2,13,246,4.98,Tablet,Australia,Facebook,0,465.79,No,No,Gold,Credit Card,No,Night,3
413,61,Female,Edge,23.35,13,268,37.17,Tablet,Canada,Google,4,331.21,Yes,Yes,Platinum,UPI,Yes,Afternoon,1
414,31,Female,Edge,15.46,15,434,48.61,Desktop,Australia,Direct,7,327.26,No,No,Platinum,UPI,Yes,Evening,2
415,28,Male,Chrome,5.39,13,399,66.76,Desktop,India,Direct,2,382.14,No,No,Gold,Credit Card,No,Afternoon,5
416,30,Male,Firefox,14.62,16,355,29.49,Mobile,Australia,Google,9,434.64,Yes,Yes,Platinum,Credit Card,No,Night,2
417,27,Female,Edge,18.05,8,123,93.38,Tablet,India,Instagram,5,138.34,Yes,No,Silver,PayPal,No,Morning,4
418,33,Female,Edge,15.56,19,311,45.19,Mobile,USA,Google,9,312.21,No,No,Platinum,Credit Card,Yes,Night,2
419,47,Male,Firefox,16.36,10,232,,Mobile,India,Instagram,1,296.15,Yes,No,Platinum,Net Banking,No,Evening,2
420,36,Female,Edge,16.96,12,204,31.64,Desktop,India,Facebook,8,76.08,Yes,No,Platinum,Net Banking,No,Evening,3
421,21,Male,Firefox,10.34,14,264,75.19,Desktop,Canada,Direct,1,264.96,No,No,Platinum,UPI,No,Night,4
422,24,Male,Edge,10.96,6,405,64.03,Desktop,UK,Direct,4,,Yes,No,Silver,PayPal,No,Afternoon,2
